episode_id,underlying,denomination,sizing,exit_mode,entry_ts,exit_ts,long_symbol,short_symbol,T1,T2,qty_long,qty_short,entry_long_price,entry_short_price,exit_long_price,exit_short_price,entry_cash,exit_cash,violation_size,gross_pnl,costs,net_pnl,holding_seconds,settled_at_expiry,resolved,note
0828b8f84ad92418,SPX,T1,capped,reversion,2026-08-31T13:48:09,,SPX261120C07345000,SPX261120C07410000,2026-11-20,2026-12-18,1.000000,1.000000,472.4200,433.1900,0.0000,0.0000,-39.230000,0.000000,7394.977800,-3923.00,0.00,-3923.00,0,0,0,no exit observation available; episode still open
263d6a83ad84ff6d,SPX,K2,capped,reversion,2026-08-31T14:30:27,,SPX261218C07815000,SPX261120C07795000,2026-11-20,2026-12-18,1.000000,1.000000,198.1300,163.6300,0.0000,0.0000,-34.500000,0.000000,1263.135400,-3450.00,0.00,-3450.00,0,0,0,no exit observation available; episode still open
d8b660f64f424444,SPX,T1,capped,reversion,2026-08-31T14:30:27,,SPX261120C06710000,SPX261120C06910000,2026-11-20,2026-12-18,1.000000,1.000000,1047.5990,880.7700,0.0000,0.0000,-166.829000,0.000000,21488.325390,-16682.90,0.00,-16682.90,0,0,0,no exit observation available; episode still open
d8b660f64f424444,SPX,K2,capped,reversion,2026-08-31T14:30:27,,SPX261218C06925000,SPX261120C06910000,2026-11-20,2026-12-18,1.000000,1.000000,889.2900,880.7700,0.0000,0.0000,-8.520000,0.000000,21488.325390,-852.00,0.00,-852.00,0,0,0,no exit observation available; episode still open
46b2684494520fb0,SPX,T1,capped,reversion,2026-08-31T14:30:27,,SPX261016C06770000,SPX261016C06850000,2026-10-16,2026-12-18,1.000000,1.000000,939.6400,885.3900,0.0000,0.0000,-54.250000,0.000000,17805.421000,-5425.00,0.00,-5425.00,0,0,0,no exit observation available; episode still open
46b2684494520fb0,SPX,K2,capped,reversion,2026-08-31T14:30:27,,SPX261218C06890000,SPX261016C06850000,2026-10-16,2026-12-18,1.000000,1.000000,926.8400,885.3900,0.0000,0.0000,-41.450000,0.000000,17805.421000,-4145.00,0.00,-4145.00,0,0,0,no exit observation available; episode still open
7ebf900d364372a4,SPX,T1,capped,reversion,2026-08-31T14:35:34,,SPX261016C06500000,SPX261016C06720000,2026-10-16,2026-12-18,1.000000,1.000000,1192.8800,1009.5700,0.0000,0.0000,-183.310000,0.000000,29926.271600,-18331.00,0.00,-18331.00,0,0,0,no exit observation available; episode still open
7ebf900d364372a4,SPX,K2,capped,reversion,2026-08-31T14:35:34,,SPX261218C06760000,SPX261016C06720000,2026-10-16,2026-12-18,1.000000,1.000000,1027.5100,1009.5700,0.0000,0.0000,-17.940000,0.000000,29926.271600,-1794.00,0.00,-1794.00,0,0,0,no exit observation available; episode still open
1dd0376f0db6c5cf,SPX,T1,capped,reversion,2026-08-31T14:35:34,,SPX261120C07740000,SPX261120C07760000,2026-11-20,2026-12-18,1.000000,1.000000,187.3400,180.0800,0.0000,0.0000,-7.260000,0.000000,908.432400,-726.00,0.00,-726.00,0,0,0,no exit observation available; episode still open
1dd0376f0db6c5cf,SPX,K2,capped,reversion,2026-08-31T14:35:34,,SPX261218C07780000,SPX261120C07760000,2026-11-20,2026-12-18,1.000000,1.000000,214.9400,180.0800,0.0000,0.0000,-34.860000,0.000000,908.432400,-3486.00,0.00,-3486.00,0,0,0,no exit observation available; episode still open
64945902a25b69af,SPX,T1,capped,reversion,2026-08-31T14:35:34,,SPX261016C06750000,SPX261016C06790000,2026-10-16,2026-11-20,1.000000,1.000000,953.8400,942.2200,0.0000,0.0000,-11.620000,0.000000,20132.975000,-1162.00,0.00,-1162.00,0,0,0,no exit observation available; episode still open
64945902a25b69af,SPX,K2,capped,reversion,2026-08-31T14:35:34,,SPX261120C06810000,SPX261016C06790000,2026-10-16,2026-11-20,1.000000,1.000000,965.9300,942.2200,0.0000,0.0000,-23.710000,0.000000,20132.975000,-2371.00,0.00,-2371.00,0,0,0,no exit observation available; episode still open
35cdbf48823b82d2,SPX,T1,capped,reversion,2026-08-31T14:35:34,,SPX261016C06750000,SPX261016C06940000,2026-10-16,2026-11-20,1.000000,1.000000,953.8400,798.5100,0.0000,0.0000,-155.330000,0.000000,16398.065100,-15533.00,0.00,-15533.00,0,0,0,no exit observation available; episode still open
35cdbf48823b82d2,SPX,K2,capped,reversion,2026-08-31T14:35:34,,SPX261120C06960000,SPX261016C06940000,2026-10-16,2026-11-20,1.000000,1.000000,819.3000,798.5100,0.0000,0.0000,-20.790000,0.000000,16398.065100,-2079.00,0.00,-2079.00,0,0,0,no exit observation available; episode still open
7631b5dda4dd2de3,SPX,T1,capped,reversion,2026-08-31T14:35:34,,SPX261016C06500000,SPX261016C06740000,2026-10-16,2026-12-18,1.000000,1.000000,1192.8800,988.6500,0.0000,0.0000,-204.230000,0.000000,25069.340400,-20423.00,0.00,-20423.00,0,0,0,no exit observation available; episode still open
7631b5dda4dd2de3,SPX,K2,capped,reversion,2026-08-31T14:35:34,,SPX261218C06780000,SPX261016C06740000,2026-10-16,2026-12-18,1.000000,1.000000,1009.7700,988.6500,0.0000,0.0000,-21.120000,0.000000,25069.340400,-2112.00,0.00,-2112.00,0,0,0,no exit observation available; episode still open
abaf8386902d53a0,SPX,T1,capped,reversion,2026-08-31T14:35:34,,SPX261016C07550000,SPX261016C07575000,2026-10-16,2026-11-20,1.000000,1.000000,237.4700,226.5700,0.0000,0.0000,-10.900000,0.000000,1377.863700,-1090.00,0.00,-1090.00,0,0,0,no exit observation available; episode still open
abaf8386902d53a0,SPX,K2,capped,reversion,2026-08-31T14:35:34,,SPX261120C07595000,SPX261016C07575000,2026-10-16,2026-11-20,1.000000,1.000000,279.1300,226.5700,0.0000,0.0000,-52.560000,0.000000,1377.863700,-5256.00,0.00,-5256.00,0,0,0,no exit observation available; episode still open
310a1b7154849410,SPX,T1,capped,reversion,2026-08-31T14:40:40,,SPX261120C07550000,SPX261120C07590000,2026-11-20,2026-12-18,1.000000,1.000000,308.4100,287.5600,0.0000,0.0000,-20.850000,0.000000,3289.981300,-2085.00,0.00,-2085.00,0,0,0,no exit observation available; episode still open
310a1b7154849410,SPX,K2,capped,reversion,2026-08-31T14:40:40,,SPX261218C07610000,SPX261120C07590000,2026-11-20,2026-12-18,1.000000,1.000000,317.7500,287.5600,0.0000,0.0000,-30.190000,0.000000,3289.981300,-3019.00,0.00,-3019.00,0,0,0,no exit observation available; episode still open
